date,open,high,low,close,volume,market_cap,change,close_off_high,volatility
2018-06-28,6153.16,6170.41,5873.05,5903.44,3467800000,105336000000,-0.04058402511880079,0.7956012913640069,0.04832638839230569
2018-06-27,6084.4,6180,6052.85,6157.13,3296220000,104149000000,0.011953520478601092,-0.6402674007078262,0.02089770560778378
2018-06-26,6253.55,6290.16,6093.67,6093.67,3279760000,107033000000,-0.025566278353895005,1,0.031420553125824494
2018-06-25,6171.97,6327.37,6119.68,6249.18,5500810000,105625000000,0.012509782127910542,-0.2470508931580745,0.03365052001224886
2018-06-24,6164.28,6223.78,5826.41,6173.23,4566910000,105480000000,0.0014519132810319809,-0.7455771698920393,0.06446332742834522
2018-06-23,6090.1,6224.82,6071.81,6162.48,3431360000,104198000000,0.0118848623175316,-0.18515129730082447,0.025124382194052528
2018-06-22,6737.88,6747.08,6006.6,6083.69,5079810000,115269000000,-0.09709136998581164,0.7917837078651704,0.109898068828771
2018-06-21,6780.09,6810.94,6715.17,6729.74,3529130000,115977000000,-0.007426155110035466,0.695729351571478,0.014125181229157655
2018-06-20,6770.76,6821.56,6611.88,6776.55,3888640000,115804000000,0.000855147723446107,-0.5706791301030126,0.030968458489150447
2018-06-19,6742.39,6822.5,6709.92,6769.94,4057030000,115306000000,0.004086088167548788,-0.06626399005151118,0.016697343226956603
2018-06-18,6510.07,6781.14,6446.68,6734.82,4039200000,111319000000,0.034523438304042815,-0.7230162052263314,0.05137579165815422
2018-06-17,6545.53,6589.11,6499.27,6499.27,3104020000,111913000000,-0.007067418528369637,1,0.013725397332225081
2018-06-16,6455.45,6592.49,6402.29,6550.16,3194170000,110359000000,0.014671324229914264,-0.5548895899053632,0.02946347659729373
2018-06-15,6674.08,6681.08,6433.87,6456.58,3955390000,114084000000,-0.03258876129743725,0.8162695683831558,0.03704031117397455
2018-06-14,6342.75,6707.14,6334.46,6675.35,5138710000,108408000000,0.05243782271096927,-0.8293978748524207,0.05875684837018648
2018-06-13,6596.88,6631.66,6285.63,6349.9,5052350000,112740000000,-0.03743891051527396,0.6285293182672047,0.05245358411855297
2018-06-12,6905.82,6907.96,6542.08,6582.36,4654380000,118007000000,-0.04683875339930668,0.7798185197332472,0.05298139829882623
2018-06-11,6799.29,6910.18,6706.63,6906.92,4745270000,116175000000,0.01582959397231183,-0.9679685580938323,0.029936949299118023
2018-06-10,7499.55,7499.55,6709.07,6786.02,5804840000,128128000000,-0.09514304191584824,0.8053081671895539,0.10540365755278656
2018-06-09,7632.52,7683.58,7531.98,7531.98,3845220000,130386000000,-0.013172582580851524,1,0.019862378349483574
2018-06-08,7685.14,7698.19,7558.4,7624.92,4227580000,131271000000,-0.007835901493011221,0.048286715787961176,0.018189649115045396
2018-06-07,7650.82,7741.27,7650.82,7678.24,4485800000,130671000000,0.0035839295657197627,0.39369817578773136,0.011822262188889652
2018-06-06,7625.97,7680.43,7502.01,7653.98,4692260000,130233000000,0.0036729753723132017,-0.7035085752718224,0.023396367937455833
2018-06-05,7500.9,7643.23,7397,7633.76,4961740000,128081000000,0.017712541161727338,-0.9230800471104303,0.032826727459371485
2018-06-04,7722.53,7753.82,7474.04,7514.47,4993170000,131847000000,-0.026941947781361743,0.7109872042318941,0.03622905964755071
2018-06-03,7632.09,7754.89,7613.04,7720.25,4851760000,130288000000,0.011551226466144903,-0.5115967571378183,0.01858599675842402
2018-06-02,7536.72,7695.83,7497.26,7643.45,4939300000,128645000000,0.014161332781369025,-0.4724278591932297,0.02634700506321048
2018-06-01,7500.7,7604.73,7407.34,7541.45,4921460000,128014000000,0.005432826269548175,-0.3588327676174079,0.026316210487021135
2018-05-31,7406.15,7608.9,7361.13,7494.17,5127130000,126386000000,0.011884717430783936,-0.07389918069177237,0.03345462892325966
2018-05-30,7469.73,7573.77,7313.6,7406.52,4922540000,127454000000,-0.008462153250518979,0.2856978129684433,0.034829906837328804
2018-05-29,7129.46,7526.42,7090.68,7472.59,5662660000,121636000000,0.04812846975787789,-0.7529260568228763,0.06111823335848715
